protocol_stable_id,risk_class,editorial_status,safety_review_status,required_reviewer_role,pre_review_scoring_ceiling,scoring_policy,score_active,sensitive_data_limit,foreseeable_misuse,exclusions,pause_conditions,stop_conditions,professional_referral_conditions,release_gate
PRACTICE-COMP-1602-CLEAR-AND-DIRECT-EXPRESSION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Clear and direct expression protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Clear and direct expression action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Clear and direct expression situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Clear and direct expression when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Clear and direct expression practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1604-ONE-TO-ONE-AND-GROUP-CONVERSATION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the One-to-one and group conversation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed One-to-one and group conversation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any One-to-one and group conversation situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause One-to-one and group conversation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the One-to-one and group conversation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1605-PERSPECTIVE-TAKING-AND-EMPATHIC-ACCURACY-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Perspective taking and empathic accuracy protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Perspective taking and empathic accuracy action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Perspective taking and empathic accuracy situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Perspective taking and empathic accuracy when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Perspective taking and empathic accuracy practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1606-AUDIENCE-AND-CONTEXT-ADAPTATION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Audience and context adaptation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Audience and context adaptation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Audience and context adaptation situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Audience and context adaptation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Audience and context adaptation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1607-FEEDBACK-AND-DEVELOPMENTAL-CONVERSATION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Feedback and developmental conversation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Feedback and developmental conversation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Feedback and developmental conversation situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Feedback and developmental conversation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Feedback and developmental conversation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1608-CLASSICAL-AND-MODERN-RHETORIC-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Classical and modern rhetoric protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Classical and modern rhetoric action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Classical and modern rhetoric situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Classical and modern rhetoric when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Classical and modern rhetoric practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1609-PUBLIC-SPEAKING-AND-PRESENTATION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Public speaking and presentation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Public speaking and presentation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Public speaking and presentation situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Public speaking and presentation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Public speaking and presentation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1610-STORYTELLING-AND-EXPLANATION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Storytelling and explanation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Storytelling and explanation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Storytelling and explanation situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Storytelling and explanation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Storytelling and explanation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1611-NEGOTIATION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Negotiation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Negotiation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Negotiation situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Negotiation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Negotiation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1612-CONFLICT-AND-DE-ESCALATION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Conflict and de-escalation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Conflict and de-escalation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Conflict and de-escalation situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Conflict and de-escalation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Conflict and de-escalation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1613-HUMOR-WARMTH-AND-SOCIAL-EASE-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Humor, warmth, and social ease protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Humor, warmth, and social ease action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Humor, warmth, and social ease situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Humor, warmth, and social ease when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Humor, warmth, and social ease practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1614-ETIQUETTE-COURTESY-AND-FIRST-IMPRESSIONS-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Etiquette, courtesy, and first impressions protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Etiquette, courtesy, and first impressions action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Etiquette, courtesy, and first impressions situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Etiquette, courtesy, and first impressions when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Etiquette, courtesy, and first impressions practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1615-MANIPULATION-AND-COERCION-LITERACY-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Manipulation and coercion literacy protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Manipulation and coercion literacy action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Manipulation and coercion literacy situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Manipulation and coercion literacy when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Manipulation and coercion literacy practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1616-HIGH-CONTEXT-INDIRECT-AND-FACE-SENSITIVE-COMMUNICATION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the High-context, indirect, and face-sensitive communication protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed High-context, indirect, and face-sensitive communication action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any High-context, indirect, and face-sensitive communication situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause High-context, indirect, and face-sensitive communication when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the High-context, indirect, and face-sensitive communication practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1617-INTERCULTURAL-COMMUNICATION-AND-CODE-SWITCHING-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Intercultural communication and code-switching protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Intercultural communication and code-switching action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Intercultural communication and code-switching situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Intercultural communication and code-switching when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Intercultural communication and code-switching practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1618-LANGUAGE-ACCESS-AND-COMMUNICATION-ACCOMMODATION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Language access and communication accommodation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Language access and communication accommodation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Language access and communication accommodation situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Language access and communication accommodation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Language access and communication accommodation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1701-INITIATING-CONNECTION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Initiating connection protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Initiating connection action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Initiating connection situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Initiating connection when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Initiating connection practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1702-FRIENDSHIP-FORMATION-AND-SELECTION-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Friendship formation and selection protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Friendship formation and selection action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Friendship formation and selection situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Friendship formation and selection when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Friendship formation and selection practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1704-RELIABLE-SUPPORT-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Reliable support protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Reliable support action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Reliable support situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Reliable support when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Reliable support practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
PRACTICE-COMP-1705-RECIPROCITY-AND-HEALTHY-DEPENDENCE-01,RISK-MODERATE,draft,pending,Relevant specialist or domain-qualified human reviewer before expansion release or score activation.,shadow_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Store no diagnoses, allegations, third-party secrets, or unnecessary sensitive narrative; prefer category-level signals.","Using the Reciprocity and healthy dependence protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Reciprocity and healthy dependence action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Reciprocity and healthy dependence situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Pause Reciprocity and healthy dependence when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Reciprocity and healthy dependence practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Use qualified, local, or emergency support whenever the situation exceeds a voluntary low-stakes developmental practice.","Specialist safety review complete. | Misuse, exclusion, stop, and escalation paths tested in content and UI. | Scoring remains shadow-only until a separate activation decision."
