finding_id,category,severity,status,summary,objective_evidence,affected_stable_ids,remediation_class,remediation_dependency,required_roles
CGA-ORIGINALITY-REVIEW-PENDING-7FDE6484C1C08526,originality_review_pending,moderate,open,PRACTICE-COMP-0213-MORAL-LUCK-COMPLICITY-AND-DIRTY-HANDS-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-0213-MORAL-LUCK-COMPLICITY-AND-DIRTY-HANDS-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-7FE8C6211DC25BC5,originality_review_pending,high,open,PRACTICE-COMP-0603-RECOVERY-AFTER-VIOLATION-AND-BETRAYAL-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0603-RECOVERY-AFTER-VIOLATION-AND-BETRAYAL-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-7FFB15804A9C66FB,originality_review_pending,moderate,open,PRACTICE-COMP-1103-GOAL-DEFINITION-AND-SUCCESS-CRITERIA-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-1103-GOAL-DEFINITION-AND-SUCCESS-CRITERIA-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-80B3CCCB5E84CBB9,originality_review_pending,high,open,PRACTICE-COMP-0702-BODY-BASED-EMOTIONAL-AWARENESS-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0702-BODY-BASED-EMOTIONAL-AWARENESS-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8173B3F5AF475028,originality_review_pending,high,open,PRACTICE-COMP-0613-ABLEISM-STIGMA-AND-INCLUSIVE-PARTICIPATION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0613-ABLEISM-STIGMA-AND-INCLUSIVE-PARTICIPATION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-828958B134F57F21,originality_review_pending,moderate,open,PRACTICE-COMP-0801-ATTENTION-AUDIT-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0801-ATTENTION-AUDIT-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8323088081CC9C67,originality_review_pending,moderate,open,PRACTICE-COMP-2206-COACHING-MENTORSHIP-AND-DEVELOPMENT-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2206-COACHING-MENTORSHIP-AND-DEVELOPMENT-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-838408AE7C367FFC,originality_review_pending,high,open,PRACTICE-COMP-2402-ENTREPRENEURSHIP-AND-VALUE-CREATION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-2402-ENTREPRENEURSHIP-AND-VALUE-CREATION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-85E09A595A227732,originality_review_pending,high,open,PRACTICE-COMP-2401-INCOME-NEGOTIATION-AND-CAREER-ECONOMICS-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-2401-INCOME-NEGOTIATION-AND-CAREER-ECONOMICS-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-86129E9890DFBFA0,originality_review_pending,high,open,PRACTICE-COMP-1504-PERSONAL-SAFETY-AND-DE-ESCALATION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1504-PERSONAL-SAFETY-AND-DE-ESCALATION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-864EDCA15CBC602E,originality_review_pending,high,open,PRACTICE-COMP-2302-BUDGETING-AND-CASH-FLOW-CONTROL-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-2302-BUDGETING-AND-CASH-FLOW-CONTROL-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8651C9A481DFD15B,originality_review_pending,high,open,PRACTICE-COMP-1906-MISCARRIAGE-INFERTILITY-AND-REPRODUCTIVE-GRIEF-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1906-MISCARRIAGE-INFERTILITY-AND-REPRODUCTIVE-GRIEF-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8666D474400B09B6,originality_review_pending,high,open,PRACTICE-COMP-1514-WORKPLACE-AND-ACTIVITY-SPECIFIC-SAFETY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1514-WORKPLACE-AND-ACTIVITY-SPECIFIC-SAFETY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8722A9184DD9D83F,originality_review_pending,moderate,open,PRACTICE-COMP-1107-PACING-AND-SUSTAINABLE-INTENSITY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-1107-PACING-AND-SUSTAINABLE-INTENSITY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-874BD3D06C07DD10,originality_review_pending,moderate,open,PRACTICE-COMP-1304-LAUNDRY-AND-CLOTHING-CARE-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1304-LAUNDRY-AND-CLOTHING-CARE-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-878F6ADA4137A767,originality_review_pending,high,open,PRACTICE-COMP-1503-SITUATIONAL-AWARENESS-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1503-SITUATIONAL-AWARENESS-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-88A89540C4CAEAF7,originality_review_pending,moderate,open,PRACTICE-COMP-0504-PERSONALITY-AS-HYPOTHESIS-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0504-PERSONALITY-AS-HYPOTHESIS-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-894B020A9D905119,originality_review_pending,moderate,open,PRACTICE-COMP-0108-EXISTENTIAL-RESPONSIBILITY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0108-EXISTENTIAL-RESPONSIBILITY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-89E32EC2DC0635E7,originality_review_pending,moderate,open,PRACTICE-COMP-1713-FRIENDSHIP-ACROSS-DEEP-DIFFERENCE-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1713-FRIENDSHIP-ACROSS-DEEP-DIFFERENCE-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8B43111047B69525,originality_review_pending,high,open,PRACTICE-COMP-1208-POWER-SPEED-COORDINATION-AND-AGILITY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1208-POWER-SPEED-COORDINATION-AND-AGILITY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8B73ED9E92548EC0,originality_review_pending,moderate,open,PRACTICE-COMP-2607-CROSS-CULTURAL-EXPLORATION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2607-CROSS-CULTURAL-EXPLORATION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8B90C86973979CF2,originality_review_pending,moderate,open,PRACTICE-COMP-1614-ETIQUETTE-COURTESY-AND-FIRST-IMPRESSIONS-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1614-ETIQUETTE-COURTESY-AND-FIRST-IMPRESSIONS-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8BD4D0D8E5A3EFC1,originality_review_pending,moderate,open,PRACTICE-COMP-1402-DIGITAL-COMPETENCE-AND-DATA-HYGIENE-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1402-DIGITAL-COMPETENCE-AND-DATA-HYGIENE-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8C8C03D92F07B788,originality_review_pending,high,open,PRACTICE-COMP-0611-RELAPSE-RECURRENCE-AND-NONLINEAR-RECOVERY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0611-RELAPSE-RECURRENCE-AND-NONLINEAR-RECOVERY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8ED6D4ED0C97D09F,originality_review_pending,moderate,open,PRACTICE-COMP-1306-BAKING-AND-FOOD-CHEMISTRY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1306-BAKING-AND-FOOD-CHEMISTRY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8EDA4F8DFE12FF35,originality_review_pending,moderate,open,PRACTICE-COMP-1606-AUDIENCE-AND-CONTEXT-ADAPTATION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1606-AUDIENCE-AND-CONTEXT-ADAPTATION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8F4AA4A8E361F188,originality_review_pending,moderate,open,PRACTICE-PLAY-01 retains originality review status: legacy_exceptions_recorded_expansion_review_pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""legacy_exceptions_recorded_expansion_review_pending"",""risk_class"":""RISK-LOW""}",PRACTICE-PLAY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-8FB73EF0A0C2C6AA,originality_review_pending,moderate,open,PRACTICE-COMP-2503-AESTHETIC-LITERACY-AND-TASTE-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-2503-AESTHETIC-LITERACY-AND-TASTE-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-90850A6AC1F6878D,originality_review_pending,high,open,PRACTICE-COMP-1207-MOBILITY-FLEXIBILITY-AND-JOINT-CAPACITY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1207-MOBILITY-FLEXIBILITY-AND-JOINT-CAPACITY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-90860CF586BF3506,originality_review_pending,high,open,PRACTICE-COMP-0604-CHRONIC-ILLNESS-ADAPTATION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0604-CHRONIC-ILLNESS-ADAPTATION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-913D0C01B0A13203,originality_review_pending,high,open,PRACTICE-COMP-0202-MORAL-PERCEPTION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0202-MORAL-PERCEPTION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-919EF94488698E0D,originality_review_pending,high,open,PRACTICE-COMP-1213-GROOMING-DRESS-AND-PRESENTATION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1213-GROOMING-DRESS-AND-PRESENTATION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-927B29E09CF03F82,originality_review_pending,moderate,open,PRACTICE-COMP-2704-ROLES-AND-RESPONSIBILITY-PORTFOLIO-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-2704-ROLES-AND-RESPONSIBILITY-PORTFOLIO-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-9289458EF475AC9E,originality_review_pending,moderate,open,PRACTICE-COMP-1309-MECHANICAL-AND-VEHICLE-LITERACY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1309-MECHANICAL-AND-VEHICLE-LITERACY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-92959076E7E9649D,originality_review_pending,high,open,PRACTICE-COMP-1901-FAMILY-SYSTEMS-AND-INTERGENERATIONAL-PATTERNS-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1901-FAMILY-SYSTEMS-AND-INTERGENERATIONAL-PATTERNS-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-93D8950F012F36F7,originality_review_pending,high,open,PRACTICE-COMP-0705-ANGER-AND-ASSERTIVE-REPAIR-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0705-ANGER-AND-ASSERTIVE-REPAIR-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-93F7B35D2F922A7F,originality_review_pending,moderate,open,PRACTICE-COMP-1008-FEEDBACK-AND-ERROR-CORRECTION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-1008-FEEDBACK-AND-ERROR-CORRECTION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-9498941C65489379,originality_review_pending,high,open,PRACTICE-COMP-2301-PERSONAL-FINANCIAL-LITERACY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-2301-PERSONAL-FINANCIAL-LITERACY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-94E31D73743E6861,originality_review_pending,high,open,PRACTICE-COMP-0714-CHRONIC-DYSREGULATION-AND-SKILL-GENERALIZATION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0714-CHRONIC-DYSREGULATION-AND-SKILL-GENERALIZATION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-95FBDB6C47C95D74,originality_review_pending,moderate,open,PRACTICE-COMP-2614-ECOLOGICAL-RELATIONSHIP-AND-RECIPROCAL-STEWARDSHIP-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2614-ECOLOGICAL-RELATIONSHIP-AND-RECIPROCAL-STEWARDSHIP-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-963ACE4B1F4907E6,originality_review_pending,moderate,open,PRACTICE-PRESENCE-01 retains originality review status: legacy_exceptions_recorded_expansion_review_pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""legacy_exceptions_recorded_expansion_review_pending"",""risk_class"":""RISK-LOW""}",PRACTICE-PRESENCE-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-96B77ED83E9B3D2B,originality_review_pending,moderate,open,PRACTICE-COMP-2107-SYSTEMS-AND-ORGANIZATIONAL-AWARENESS-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2107-SYSTEMS-AND-ORGANIZATIONAL-AWARENESS-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-97C54AC348DAC685,originality_review_pending,moderate,open,PRACTICE-COMP-2707-TRANSITION-PREPAREDNESS-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-2707-TRANSITION-PREPAREDNESS-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-980105E9FB1E7508,originality_review_pending,high,open,PRACTICE-COMP-2213-ANTI-CORRUPTION-AND-CONFLICTS-OF-INTEREST-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-2213-ANTI-CORRUPTION-AND-CONFLICTS-OF-INTEREST-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-98805E31AB3A5854,originality_review_pending,moderate,open,PRACTICE-COMP-0804-DESIRE-CRAVING-AND-LUST-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0804-DESIRE-CRAVING-AND-LUST-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-98E29699B6AC9561,originality_review_pending,high,open,PRACTICE-COMP-1511-COMMUNITY-DISASTER-READINESS-AND-MUTUAL-AID-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1511-COMMUNITY-DISASTER-READINESS-AND-MUTUAL-AID-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-98F3CE6DF1AC7051,originality_review_pending,moderate,open,PRACTICE-COMP-0107-COMMITMENT-UNDER-UNCERTAINTY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0107-COMMITMENT-UNDER-UNCERTAINTY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-9938D123AAA104AB,originality_review_pending,moderate,open,PRACTICE-COMP-1006-MEMORY-AND-RECALL-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-1006-MEMORY-AND-RECALL-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-9B9D910347D36409,originality_review_pending,moderate,open,PRACTICE-COMP-1011-BREADTH-AND-INTERDISCIPLINARY-LITERACY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-1011-BREADTH-AND-INTERDISCIPLINARY-LITERACY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-9C85D32B8197097E,originality_review_pending,moderate,open,PRACTICE-COMP-1405-ONLINE-FRAUD-SCAMS-AND-SOCIAL-ENGINEERING-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1405-ONLINE-FRAUD-SCAMS-AND-SOCIAL-ENGINEERING-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-9EB8DF289CD8E95F,originality_review_pending,moderate,open,PRACTICE-COMP-0215-ETHICS-OF-CARE-AND-DEPENDENCY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-0215-ETHICS-OF-CARE-AND-DEPENDENCY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-9F525F5050DA4F9F,originality_review_pending,high,open,PRACTICE-COMP-0309-RITUAL-REMEMBRANCE-AND-SACRED-TIME-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0309-RITUAL-REMEMBRANCE-AND-SACRED-TIME-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-9F9B79DD65EBAAC5,originality_review_pending,moderate,open,PRACTICE-COMP-0915-CAUSAL-INFERENCE-AND-INTERVENTION-LOGIC-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0915-CAUSAL-INFERENCE-AND-INTERVENTION-LOGIC-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-9FD2B0EAE0DD0F88,originality_review_pending,moderate,open,PRACTICE-COMP-2606-TRAVEL-GEOGRAPHY-AND-PLACE-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2606-TRAVEL-GEOGRAPHY-AND-PLACE-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-A0BD4FCCB6A4A360,originality_review_pending,moderate,open,PRACTICE-COMP-2701-LIFE-ARCHITECTURE-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-2701-LIFE-ARCHITECTURE-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-A0ED118D1B33E7DD,originality_review_pending,moderate,open,PRACTICE-COMP-1001-THE-SCIENCE-OF-LEARNING-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-1001-THE-SCIENCE-OF-LEARNING-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-A16D8B29080AEC55,originality_review_pending,moderate,open,PRACTICE-COMP-1605-PERSPECTIVE-TAKING-AND-EMPATHIC-ACCURACY-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1605-PERSPECTIVE-TAKING-AND-EMPATHIC-ACCURACY-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-A20471D075C337AE,originality_review_pending,moderate,open,PRACTICE-COMP-0109-LIFE-REVIEW-AND-PHILOSOPHICAL-REVISION-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0109-LIFE-REVIEW-AND-PHILOSOPHICAL-REVISION-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-A443BD702CC490BD,originality_review_pending,moderate,open,PRACTICE-COMP-0308-VOCATION-AND-SERVICE-BEYOND-SELF-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0308-VOCATION-AND-SERVICE-BEYOND-SELF-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-A46D54389B069F6E,originality_review_pending,high,open,PRACTICE-COMP-0711-HOPE-OPTIMISM-JOY-AND-CONTENTMENT-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0711-HOPE-OPTIMISM-JOY-AND-CONTENTMENT-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-A655FF8F67601608,originality_review_pending,moderate,open,PRACTICE-COMP-0204-TRUTHFULNESS-AND-CANDOR-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-0204-TRUTHFULNESS-AND-CANDOR-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-A6BD260503F61A10,originality_review_pending,high,open,PRACTICE-COMP-1510-RISK-OWNERSHIP-AND-CONTINGENCY-THINKING-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1510-RISK-OWNERSHIP-AND-CONTINGENCY-THINKING-01,human_originality_review,manual_originality_review_pending,trained content reviewer
CGA-ORIGINALITY-REVIEW-PENDING-A735D9A4A39F03D8,originality_review_pending,moderate,open,PRACTICE-COMP-2106-CUSTOMER-STAKEHOLDER-AND-USER-UNDERSTANDING-01 retains originality review status: pending.,"{""authoring_field"":""originality_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2106-CUSTOMER-STAKEHOLDER-AND-USER-UNDERSTANDING-01,human_originality_review,manual_originality_review_pending,trained content reviewer
